pk_id_oics,version,date_from,date_to,id_oics,"title_oics",id_project,"title_project","scope_comments","outcome_impact_statement","gender_relev","youth_relev","capdev_relev","pdf","climate_relev","pk"
111,1,1900-01-01 00:00:00,2200-01-01 00:00:00,431,"Stories of Change study in Rwanda",350,"Understanding the role of capacity in impact pathways in nutrition-sensitive agricultural policies and programs",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=431&cycle=Reporting&year=2018",,"431_59"
112,1,1900-01-01 00:00:00,2200-01-01 00:00:00,501,"A study will be undertaken on the effectiveness of different site-specific targeted CSA technologies and practices involving integrated soil, land and water management, examining their gender implication and potential for adoption at scale for rehabilitation of degraded landscapes and ecosystems, improving agricultural productivity and food security, and for enhancing farmer adaptive capacity and resilience to climate variability and change by creating climate-smart multi-functional productive landscapes at different scales in EA with particular focus on Ethiopia",812,"Creating climate-smart multi-functional landscapes through integrated soil, land and water management at different scales in East Africa
",,,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=501&cycle=Reporting&year=2018",,"501_56"
113,1,1900-01-01 00:00:00,2200-01-01 00:00:00,511," Midline surveys at household, village and organizational levels in Ghana Climate Smart Village",268,"[Flagship Leader] FP1: Engagement, synthesis and support","Conducted in the CSV of Lawra-Jirapa",,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=511&cycle=Reporting&year=2018",,"511_56"
114,1,1900-01-01 00:00:00,2200-01-01 00:00:00,571,"Root Capital uses CCAFS data to evaluate 251 loans including 199 for coffee worth 146 million USD",57,"Mainstreaming CSA practices in mixed tree/food crop systems among smallholder farmers in W Africa & Latin America","Root Capital currently lend in Mexico and Central America, East Africa, South America, West Africa and South East Asia. I may be missing some countries.","Root Capital introduced CCAFS data on climate change risk into its process for underwriting and prioritizing loans to producer organizations in cocoa, coffee, and other commodity and food crop supply chains across 20+ countries. CCAFS analysis was translated into a climate change hotspot indicator to inform the underwriting of loans and formally launched in January 2017. To date, the approach has been used to review and close 251 loans, including 199 loans totaling $146 million to coffee and cocoa businesses.","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=571&cycle=Reporting&year=2018","0 - Not Targeted","571_56"
115,1,1900-01-01 00:00:00,2200-01-01 00:00:00,581,"World Bank agricultural investments for improved climate change resilience in the ag sector and reduced contributions to GHG emissions rise from 28% (2016) to 45% (2018) of committed budgets of new agriculture projects",268,"[Flagship Leader] FP1: Engagement, synthesis and support",,"Three years ago, a CCAFS researcher was embedded within the agriculture group at WBG headquarters. The role of the researcher has been to strengthen the linkages and collaborative actions between the WBG and CGIAR, resulting in the following outcomes as reported by high-level Bank officials to an independent consultant (see Ref 1). - (1) Teams in the Agriculture Global Practice which design agricultural projects and programs; (2) plus governments/local partners–incorporating activities addressing climate change challenges; (3) behavioral change in many WB (low-income) country clients/governments towards adoption of CSA approaches, policies, actions; (4) Directors and regional managers at WB incorporating climate smart approaches and the scientific evidence base supporting them as part of their corporate strategy and in international climate and food system negotiations.","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=581&cycle=Reporting&year=2018","2 - Principal","581_56"
116,1,1900-01-01 00:00:00,2200-01-01 00:00:00,591,"Sustainable livestock policy of Colombia's national livestock producer organization (FEDEGAN) included information on improved pasture nutrition and methane emissions, which is informing livestock options in the development of the Government of Colombia's Nationally Appropriate Mitigation Action policy",267,"[Flagship Leader] FP3: Engagement, synthesis and support",,"The Colombian government developed mitigation options for a Nationally Appropriate Mitigation Action (NAMA) for livestock. FEDEGAN (Colombia's livestock federation) implemented a sustainable livestock strategy targeting 50,000 ha of degraded pastures. The NAMA and strategy were both informed by a model validation and data on livestock feeding strategies from CCAFS/CIAT.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=591&cycle=Reporting&year=2018","1 - Significant","591_56"
117,1,1900-01-01 00:00:00,2200-01-01 00:00:00,621,"Integrated aquaculture systems as a climate smart approach: Adoption Study",264,"[Regional Program Leader] SEA: Regional/National synthesis, engagement and support","The CSAq is suitable for Noth Central Coast, and could also be applied in Nothern Coast and South Central Coast  in Vietnam.",,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=621&cycle=Reporting&year=2018",,"621_56"
118,1,1900-01-01 00:00:00,2200-01-01 00:00:00,641,"Cluster RCT to assess health and nutrition benefits of informal dairy sector intervention in Nairobi",340,"Technological and institutional innovations for assessing, communicating and mitigating food safety risks designed and tested, with capacity building (Product Lines)",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=641&cycle=Reporting&year=2018",,"641_59"
119,1,1900-01-01 00:00:00,2200-01-01 00:00:00,651,"Ex ante impact assessment on policy and informal milk sector in Kenya",340,"Technological and institutional innovations for assessing, communicating and mitigating food safety risks designed and tested, with capacity building (Product Lines)",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=651&cycle=Reporting&year=2018",,"651_59"
120,1,1900-01-01 00:00:00,2200-01-01 00:00:00,661,"Aflatoxins and stunting RCT in Kenya",339,"Better evidence on foodborne disease in target regions",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=661&cycle=Reporting&year=2018",,"661_59"
121,1,1900-01-01 00:00:00,2200-01-01 00:00:00,671,"Experimental study of uptake of maize driers",339,"Better evidence on foodborne disease in target regions",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=671&cycle=Reporting&year=2018",,"671_59"
122,1,1900-01-01 00:00:00,2200-01-01 00:00:00,681,"Study on uptake of Aflasafe by farmer groups",339,"Better evidence on foodborne disease in target regions",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=681&cycle=Reporting&year=2018",,"681_59"
123,1,1900-01-01 00:00:00,2200-01-01 00:00:00,691,"Experimental study on impact of post-harvest interventions on aflatoxin",339,"Better evidence on foodborne disease in target regions",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=691&cycle=Reporting&year=2018",,"691_59"
124,1,1900-01-01 00:00:00,2200-01-01 00:00:00,701,"Experimental study of extension messages and aflatoxin mitigation behavior",339,"Better evidence on foodborne disease in target regions",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=701&cycle=Reporting&year=2018",,"701_59"
125,1,1900-01-01 00:00:00,2200-01-01 00:00:00,711,"Experimental study of efficacy and acceptability of aflatoxin binders in urban dairies",339,"Better evidence on foodborne disease in target regions",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=711&cycle=Reporting&year=2018",,"711_59"
126,1,1900-01-01 00:00:00,2200-01-01 00:00:00,731,"Ex ante impact assessment on standards and aflatoxin",339,"Better evidence on foodborne disease in target regions",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=731&cycle=Reporting&year=2018",,"731_59"
127,1,1900-01-01 00:00:00,2200-01-01 00:00:00,761,"The impact of the Index based Flood Insurance work",452,"Innovative Risk Management Solutions for Floods and Drought to support national strategies for Disaster Risk Reduction in South Asia",,,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=761&cycle=Reporting&year=2018",,"761_58"
128,1,1900-01-01 00:00:00,2200-01-01 00:00:00,801,"Study of village and household-level outcomes attributable to the Bioversity-MSSRF project in project sites in southern India",565,"National Food Security Act Supports Climate-Smart Agriculture in India by Stimulating the Sourcing of Small Millets",,,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=801&cycle=Reporting&year=2018",,"801_56"
129,1,1900-01-01 00:00:00,2200-01-01 00:00:00,861,"Adoption study for zinc rice in Bangladesh",335,"Monitoring and learning for biofortification",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=861&cycle=Reporting&year=2018",,"861_59"
130,1,1900-01-01 00:00:00,2200-01-01 00:00:00,871,"Outcome case study (from monitoring surveys) for vitamin A maize in Nigeria",335,"Monitoring and learning for biofortification",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=871&cycle=Reporting&year=2018",,"871_59"
