pk_id_oics,version,date_from,date_to,id_oics,"title_oics",id_project,"title_project","scope_comments","outcome_impact_statement","gender_relev","youth_relev","capdev_relev","pdf","climate_relev","pk"
351,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2414,"Dynamics of social inclusion through mechanized service provision",828,"Cereal Systems Initiative for South Asia (CSISA) ? Phase III","n/a",,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=2414&cycle=Reporting&year=2019",,"2414_108"
352,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2415,"Assessing the influence of risk-reducing agronomy and technology targeting on the uptake of DSR",828,"Cereal Systems Initiative for South Asia (CSISA) ? Phase III",,,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=2415&cycle=Reporting&year=2019",,"2415_108"
353,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2420,"Evaluation of intervention to address seasonal availability of and barriers to consumption of fruits and vegetables for consumers in Hanoi and Ibadan",328,"Methods, metrics and tools for assessing and analyzing diet-food system linkages","Sample size: Hanoi: 96 (51women/48men); Ibadan: 97 (55women/42men); seasonality FGDs: Hanoi: 8 gender specific focus groups(GSFG) 96 participants (10-13 people); Ibadan: 4 gender GDFG with 10 people.
",,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2420&cycle=Reporting&year=2019",,"2420_104"
354,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2432,"Foresight study on the role of bilateral trade in food systems on nutrition",329,"Key leverage points for improving diets through food systems",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2432&cycle=Reporting&year=2019",,"2432_104"
355,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2434,"Evaluation of school-based intervention to improve diets of children and their households in Vietnam",330,"Evidence base on the effectiveness and impacts of food systems interventions",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2434&cycle=Reporting&year=2019",,"2434_104"
356,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2437,"Evaluation of the impact of distributing coupons to reduce price of fruits and vegetables for consumers in Hanoi and Ibadan",330,"Evidence base on the effectiveness and impacts of food systems interventions",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2437&cycle=Reporting&year=2019",,"2437_104"
357,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2446,"The inclusion of Leucaena diversifolia in a Colombian beef cattle production system: An economic perspective",1684,"Product Line 3.4.1: Business models and novel knowledge diffusion approaches to enhance feed and forage technology adoption",,,,,,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2446&cycle=Reporting&year=2019",,"2446_105"
358,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2453,"Adoption study of good agricultural practices (GAP) for promoting food safety in pork value chains ",339,"Better evidence on foodborne disease in target regions",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2453&cycle=Reporting&year=2019",,"2453_104"
359,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2455,"Impact Assessment of best-bets in the small ruminants value chain at 5 sites in Ethiopia",1651,"Product Line 5.4.2: Menu of organizational and business models for improved livestock value chain performance",,,,,,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2455&cycle=Reporting&year=2019",,"2455_105"
360,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2456,"Evaluation of Safe Food Fair Food project on capacity building in food systems in Nigeria",341,"Policy engagement to build awareness of opportunities in informal markets","

",,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2456&cycle=Reporting&year=2019",,"2456_104"
361,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2458,"Study of limitations and opportunities in the process of development, adoption and dissemination of forage technologies in Colombia",1651,"Product Line 5.4.2: Menu of organizational and business models for improved livestock value chain performance",,,,,,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2458&cycle=Reporting&year=2019",,"2458_105"
362,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2459,"Ex-post adoption of productivity enhancing technologies from the Accelerated Value Chain Development project in Kenya",1637,"Product Line 5.4.1: Suite of technologies and management strategies for enhanced livelihoods and resilience",,,,,,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2459&cycle=Reporting&year=2019",,"2459_105"
363,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2467,"Ex-post adoption of dual-purpose (feed and food) groundnut varieties in Odisha, India",1637,"Product Line 5.4.1: Suite of technologies and management strategies for enhanced livelihoods and resilience",,,,,,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2467&cycle=Reporting&year=2019",,"2467_105"
364,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2468,"Evaluation of a market intervention to stimulate vegetable consumption in urban Nigeria",330,"Evidence base on the effectiveness and impacts of food systems interventions",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2468&cycle=Reporting&year=2019",,"2468_104"
365,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2470,"Evaluating food products from fruits for home consumption and enhanced income in Nigeria",328,"Methods, metrics and tools for assessing and analyzing diet-food system linkages",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2470&cycle=Reporting&year=2019",,"2470_104"
366,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2471,"Comparative advantage of smallholder wheat production in Tanzania and Mozambique",862,"Enhancing Smallholder Wheat Productivity through Sustainable Intensification of Wheat-Based Farming Systems in Rwanda and Zambia",,,,,,"https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=2471&cycle=Reporting&year=2019",,"2471_107"
367,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2490,"Use of the Theory of Change approach to designing integrated strategies for the control of Taenia solium neurocysticercosis in Uganda",341,"Policy engagement to build awareness of opportunities in informal markets",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2490&cycle=Reporting&year=2019",,"2490_104"
368,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2491,"Research for development strategy and partner roadmap in South East Asia",1071,"Coordination of CoA 4.3","Provisional countries include (but are not limited to) Myanmar, Laos PDR, Vietnam, Cambodia, Indonesia.",,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=2491&cycle=Reporting&year=2019",,"2491_108"
369,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2503,"Dynamics of Social Inclusion through mechanized service provision",829,"BMGF- Cereal Systems Initiative for South Asia (CSISA)- Phase III",,,,,,"https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=2503&cycle=Reporting&year=2019",,"2503_107"
370,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2504,"Assessing the influence of risk-reducing agronomy and technology targeting on the uptake of DSR",829,"BMGF- Cereal Systems Initiative for South Asia (CSISA)- Phase III",,,,,,"https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=2504&cycle=Reporting&year=2019",,"2504_107"
371,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2513,"Strengthen South-South cooperation",1389,"Mechanization of wheat based systems in Sub-Saharan Africa","SSA and South-South regions",,,,,"https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=2513&cycle=Reporting&year=2019",,"2513_107"
372,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2515,"Monitoring and Follow-up survey of the rice sector in Latin America ",1571,"CIAT Contribution to RICE Flagship Project 1",,,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2515&cycle=Reporting&year=2019",,"2515_192"
373,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2522,"Ex-post impact assessment study on National Food Security Act Supports Climate-Smart Agriculture in India by Stimulating the Sourcing of Small Millets",273,"[Program Management Unit] CCAFS Comms and Core Partnerships for Scaling CSA",,,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2522&cycle=Reporting&year=2019",,"2522_101"
374,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2524,"Conservation Agriculture in South Asia ",1332,"Building Adoption/Impact and Learning portfolio in WHEAT AFS, including meta-analyses, syntheses, gap analysis, new methods and inter-CRP collaboration",,"(a) A meta-analysis of conservation agriculture was conducted with the help of a consultant (b) Data from different regions were compiled and did analysis of the impact of conservation agriculture in India (c) Developed a paper on impact of Happy Seeder in Punjab with A Keil. ","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=2524&cycle=Reporting&year=2019","1 - Significant","2524_107"
375,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2525,"Women empowerment and food security in wheat systems of Madhya Pradesh, India ",1332,"Building Adoption/Impact and Learning portfolio in WHEAT AFS, including meta-analyses, syntheses, gap analysis, new methods and inter-CRP collaboration","The survey was conducted in 2018 and 2019 in Madhya Pradesh State of India. ","The study examines how caste and gender interact with each other and determine household's decision-makring process. ","2 - Principal","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=2525&cycle=Reporting&year=2019","1 - Significant","2525_107"
376,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2526,"Inclusion and technology targeting ",968,"Building Adoption/Impact and Learning portfolio in MAIZE AFS, including meta-analyses, syntheses, gap analysis, new methods and inter-CRP collaboration",,,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=2526&cycle=Reporting&year=2019",,"2526_108"
377,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2527,"Development of limited Survey Instrument",968,"Building Adoption/Impact and Learning portfolio in MAIZE AFS, including meta-analyses, syntheses, gap analysis, new methods and inter-CRP collaboration",,,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=2527&cycle=Reporting&year=2019",,"2527_108"
378,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2528,"Evaluation of impact of education interventions on behavior of slaughterhouse workers exposed to occupational risk of zoonoses transmision",356,"Evidence that counts for zoonoses",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2528&cycle=Reporting&year=2019",,"2528_104"
379,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2529,"Evaluation of impact of hygiene interventions to prevent nosocomial transmission of antibiotic resistant bacteria among health workers in public hospitals",357,"Characterize and manage risks for public health from agricultural associated antimicrobial resistance in LMIC settings",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2529&cycle=Reporting&year=2019",,"2529_104"
380,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2530,"Evaluation of the impact of community training using multiple information, education and communications materials on knowledge, attitude and practices on Rift Valley fever in Kenya and Uganda",354,"Evidence base on farming and environment practices that reduce health risks",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2530&cycle=Reporting&year=2019",,"2530_104"
381,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2531,"Evaluation of the adoption levels of mobile phone-based surveillance systems in selected counties in Kenya",356,"Evidence that counts for zoonoses",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2531&cycle=Reporting&year=2019",,"2531_104"
382,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2532,"Ex-post impact assessment of the outcomes from an estimated 7 million persons receiving climate-informed advisories",1610," ep-IA project 2018-2019 ICRAF-CIRAD: Assessing impacts of climate information services in Senegal through a systemic evaluation at the institutional and farmer level",,,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2532&cycle=Reporting&year=2019",,"2532_101"
383,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2534,"Monitoring survey for vitamin A maize in Zambia",335,"Monitoring and learning for biofortification",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2534&cycle=Reporting&year=2019",,"2534_104"
384,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2537,"Costing reviews",1743,"M1-Conservation","Costing reviews of genebanks",,,,,"https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=2537&cycle=Reporting&year=2019",,"2537_377"
385,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2538,"Document audits",1743,"M1-Conservation","Document audits of Standard Operating Procedures (SOPs)",,,,,"https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=2538&cycle=Reporting&year=2019",,"2538_377"
386,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2539,"GOAL workshops",1743,"M1-Conservation","Genebank Operations and Advanced Learning and other capacity building workshops",,,,,"https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=2539&cycle=Reporting&year=2019",,"2539_377"
